date,value
2020,0.07772142
2019,0.083022255
2018,0.079950672
2017,0.077071413
2016,0.077656221
2015,0.077308598
2014,0.07954775
2013,0.083981389
2012,0.083285592
2011,0.090771634
2010,0.096916677
2009,0.105821818
2008,0.113549725
2007,0.11848465
2006,0.121731591
2005,0.124924612
2004,0.131249544
